Random waveform, supplied seed
Total number of intervals = 330 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498)
Average QPS expected = 57280
Timestamp start: 1778964666007
Timestamp end: 1778966316389

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      388.5   260.8   127.6   194.2   212.6   320.8   380.8   423.1   461.7   523.3   632.8   828.6  1375.1  2820.3  7169.4 101310.2   101375
read      321.3   124.8   127.6   188.9   205.1   313.0   359.9   384.2   400.7   421.5   446.7   485.5   561.9   730.2  3677.5  40662.8    40606
read      315.7   117.5   127.6   185.3   200.5   304.7   354.1   379.2   396.6   417.4   443.0   482.6   567.3   750.7  3426.7  47486.8    47485
read      332.2   202.1   127.6   186.9   202.6   310.4   362.3   389.9   408.8   431.9   461.7   507.8   721.9  2609.2  9578.7  48877.8    48977
read      322.1    94.5   127.6   190.4   206.9   314.9   361.5   385.4   401.3   421.8   446.5   483.6   556.3   699.6  1246.2  38711.8    38615
read      321.6   122.5   127.6   183.9   198.9   298.1   352.2   382.9   404.4   432.8   470.3   535.5   687.4  1008.4  2364.9  80247.0    80279
read      326.8   156.5   127.6   183.5   198.9   301.0   355.3   386.0   407.9   436.1   474.2   541.2   726.6  1644.9  4404.3  75802.6    75843
read      324.5   157.3   127.6   181.6   196.6   300.7   354.7   384.9   405.8   432.5   467.5   527.1   692.2  2223.2  4584.2  66937.8    67095
read      322.1   105.7   127.6   188.3   204.3   312.5   360.7   386.0   403.0   424.9   451.8   492.4   582.7   740.9  2027.4  41250.0    41325
read      320.8   118.9   127.6   185.8   200.7   303.2   357.0   385.7   405.3   430.5   462.3   508.4   628.6   852.4  3243.6  55646.0    55752
read      352.9   214.9   127.6   189.2   205.6   312.0   369.7   404.2   433.5   471.2   530.5   641.1   968.7  2152.2  8687.7  85466.2    85561
read      335.6   104.3   127.6   206.4   227.4   328.4   366.7   387.9   402.1   421.5   445.1   482.4   568.6   974.3  3104.5  14264.6    14194
read      646.8   903.1   127.6   205.3   225.4   342.8   426.0   499.6   585.7   821.7  1503.9  2639.1  4451.1  7977.8 10046.8  87815.4    88002
read      339.4   161.1   127.6   187.6   203.3   305.9   361.6   394.8   421.4   455.8   503.7   594.2   863.4  1879.6  2972.3  90582.4    90515
read      460.7   513.4   127.6   203.2   223.4   335.0   391.6   430.7   466.2   524.4   654.0  1199.5  3111.3  5414.4  8068.4 109408.8   109283
read      324.6    90.4   137.8   198.3   216.9   319.0   359.2   380.3   395.4   413.1   434.9   470.7   545.6   740.3  1579.5  26624.6    26699
read      323.5   113.2   127.6   190.5   207.2   315.3   361.2   385.1   401.4   422.2   447.6   486.1   568.6   781.8  4133.8  37326.0    37400
read      349.8   109.4   127.6   201.1   222.5   342.5   388.7   413.7   431.9   454.2   481.1   523.3   627.3   823.9  2485.0  19403.0    19307
read      341.7   104.7   127.6   208.7   230.6   335.2   374.3   396.1   411.5   429.8   454.1   491.6   580.6   888.8  3646.0  11551.4    11527
read      500.8   748.2   127.6   190.1   207.7   312.1   372.2   412.6   447.9   500.1   618.8  1719.5  3991.7  7835.0  9987.4  83574.6    83787
read      346.0   122.5   127.6   198.7   219.5   337.5   383.4   408.1   426.9   448.6   474.7   518.3   626.7   922.8  3755.6  22310.4    22209
read      498.1   748.7   127.6   185.5   201.7   300.7   361.9   402.1   437.3   494.4   648.9  1764.5  4020.0  7853.8  9608.6  74966.8    75169
read      314.1   119.3   127.6   181.5   196.0   292.8   346.3   376.6   398.2   424.5   458.5   509.9   638.0   894.0  3370.6  73573.8    73833
read      342.0   175.2   127.6   186.0   202.0   303.4   359.4   393.5   420.6   456.6   509.3   619.9   980.5  1869.1  3342.8  94873.6    94641
read      315.6   142.0   127.6   181.6   196.1   296.1   349.1   377.8   397.9   422.0   452.9   499.7   616.3  1648.2  4266.8  61218.4    61338
read      332.6   164.2   127.6   184.3   199.6   298.2   353.3   386.3   411.4   444.4   491.9   583.1   880.8  1731.2  3724.5  91862.4    91825
read      312.2   125.2   127.6   180.7   195.0   289.9   342.6   372.5   394.5   421.1   455.8   508.6   644.6  1008.1  3421.8  77061.4    77235
read      323.3    98.0   127.6   190.5   207.2   315.3   362.1   386.6   403.0   424.3   449.9   487.3   566.2   715.8  2264.5  37378.2    37257
read      325.5   106.7   127.6   193.4   210.9   318.6   362.1   384.9   400.4   420.4   444.7   481.8   558.6   779.7  3753.1  32121.0    32057
read      417.2   411.3   127.6   194.3   212.9   320.1   376.3   414.7   448.5   500.9   607.4   931.1  2520.0  3872.8  7903.6 108806.8   108618
read      315.6   122.1   127.6   182.3   196.8   294.5   347.7   377.6   398.9   424.9   458.5   508.7   638.2  1096.6  3754.9  73084.0    72930
read      323.0   142.9   127.6   189.1   205.4   312.6   360.9   386.2   403.1   424.6   451.1   491.1   574.4   806.9  4164.9  43708.0    43714
read      336.1   186.7   127.6   185.9   201.9   304.3   358.5   390.2   414.1   444.5   488.2   573.2   838.5  2292.4  6593.8  87379.0    87369
read      314.0   103.4   127.6   182.1   197.6   301.2   351.9   378.4   397.2   419.6   447.4   490.2   584.3   738.2  1977.9  56689.2    56640
read      347.3   168.8   127.6   189.6   206.4   311.7   367.0   400.0   426.9   461.7   514.8   625.7   947.9  1665.5  4078.4  97081.8    97360
read      315.7   112.9   127.6   182.7   197.7   295.5   347.4   376.9   398.0   423.8   457.8   511.4   654.2   904.8  1861.9  80066.6    79788
read      322.4   100.4   137.8   217.9   236.5   315.0   345.1   363.1   374.6   391.4   410.9   444.3   527.1   889.6  4102.4  11432.8    11352
read      325.3   130.6   127.6   185.2   200.7   301.2   354.4   385.0   406.7   434.9   472.9   542.1   717.5  1166.3  3334.3  87838.0    87962
read      322.9   106.4   127.6   189.8   206.9   314.8   361.4   385.4   401.7   422.5   447.9   486.4   563.2   728.2  2702.1  40706.0    40663
read      313.8   105.2   127.6   182.9   198.3   299.4   351.2   378.7   397.8   420.5   448.7   491.1   582.9   724.6  1936.3  59328.2    59386
read      316.6    99.1   127.6   185.2   201.3   307.3   356.0   380.9   398.0   418.4   443.0   482.5   565.7   717.3  1897.0  48383.6    48302
read      328.5    83.9   137.8   209.5   229.7   324.8   358.5   376.5   390.8   405.3   427.3   460.5   532.7   742.7  2019.0  19415.4    19398
read      317.0   117.0   127.6   185.1   200.1   296.8   348.6   378.1   399.1   425.1   458.8   510.0   639.9   853.2  3045.8  82228.0    82197
read      313.4   118.5   127.6   183.2   198.0   294.9   346.3   374.9   395.9   420.5   451.9   500.4   619.6   800.6  2314.3  77587.2    77387
read      314.7   121.9   127.6   183.2   198.1   295.9   348.0   376.9   397.4   421.8   452.9   499.8   615.5   865.7  3788.5  72772.2    72753
read      309.7   126.9   148.8   216.9   231.9   299.7   327.4   343.4   356.4   370.9   391.4   423.3   500.0   934.8  7559.7   7767.0     7720
read      318.4   102.7   127.6   187.4   203.0   308.6   357.3   382.3   399.4   420.5   446.3   485.3   564.6   716.3  3068.8  46280.2    46279
read      321.8   111.6   127.6   189.3   205.9   314.2   360.8   384.7   400.8   421.3   446.1   484.0   560.4   690.5  4398.1  41975.0    42102
read      325.0   134.9   127.6   187.1   202.3   300.6   352.9   383.5   405.1   433.3   470.8   539.3   714.0  1182.2  2866.2  90851.8    90892
read      323.0    95.8   127.6   190.7   207.9   315.8   361.8   385.9   402.0   422.7   447.8   485.7   560.8   690.7  1787.1  40154.0    39976
read      312.4   103.5   127.6   182.4   197.5   297.2   349.1   376.9   396.4   419.4   448.4   492.1   585.0   732.8  2167.8  61143.2    61084
read      330.4   100.4   137.8   213.8   233.9   324.8   359.1   377.5   392.0   407.4   429.4   462.2   531.6   864.9  3042.2  16760.4    16735
read      320.1   109.8   127.6   187.9   204.0   309.9   358.7   384.0   401.0   422.1   447.9   486.7   567.0   799.6  3185.6  45946.0    45909
read      330.4    93.2   127.6   201.5   220.5   325.8   366.5   388.0   402.2   421.2   443.5   477.3   546.6   689.6  2133.8  28856.8    28976
read      320.0   120.4   127.6   185.8   201.0   298.6   350.5   380.4   401.7   428.6   463.8   521.8   662.8   938.2  2603.6  84527.0    84704
read      354.6   183.2   127.6   191.8   209.0   314.2   370.1   403.7   432.3   469.2   528.5   646.2  1062.1  1912.3  3809.0 101414.0   101822
read      329.6   151.6   127.6   186.5   202.1   301.3   355.0   386.3   409.5   438.9   481.1   557.0   755.5  1548.3  4488.7  92495.6    92571
read      315.5    89.1   137.8   212.6   230.6   308.3   338.8   356.3   368.9   384.7   403.3   435.7   508.0   842.2  3841.1  12113.4    12106
read      318.2   120.5   127.6   186.1   201.6   303.6   354.8   381.8   400.2   423.1   451.6   494.7   589.8   805.0  3391.9  58408.4    58568
read      318.3   101.8   127.6   187.6   203.4   307.2   356.6   382.2   399.6   421.4   448.1   488.1   573.9   721.5  2028.3  51357.2    51319
read      330.0    96.5   127.6   207.3   227.2   323.9   360.8   380.5   395.4   412.8   434.2   468.6   543.5   826.8  3200.7  21576.4    21556
read      331.4   100.6   137.8   219.3   238.2   324.2   357.3   374.8   389.8   404.9   428.0   463.0   536.7   875.6  4064.7  14276.4    14191
read      336.3   110.5   127.6   205.0   224.7   329.6   369.7   391.5   406.0   426.2   450.9   487.7   571.3   843.6  3856.2  29141.4    29072
read      342.5    88.3   137.8   224.1   245.5   335.4   370.7   390.5   403.3   422.1   444.5   480.5   559.0   820.7  2727.2  16427.8    16350
read      344.9   145.9   127.6   192.5   209.6   316.6   371.9   403.3   428.9   460.6   504.9   592.4   825.2  1346.4  3389.3  86633.2    86891
read      407.7   293.7   137.8   203.3   222.5   335.1   395.2   435.4   471.7   529.0   630.3   858.5  1672.4  3002.4  7471.2 104426.6   104441
read      340.4   110.7   148.8   232.5   250.9   330.0   363.6   382.6   396.5   413.4   434.6   470.3   552.9  1001.9  4591.7   8895.0     8906
read      340.2   119.5   127.6   198.6   217.9   330.3   377.6   402.6   421.8   443.3   470.7   513.6   620.8   864.2  3027.4  42265.6    42175
read      334.3   119.2   127.6   193.8   211.4   319.9   370.6   397.7   417.7   440.4   470.0   517.1   635.8   918.1  3706.9  51681.8    51797
read      332.4   140.3   127.6   190.3   206.4   308.9   362.0   392.2   414.8   442.6   480.8   545.5   720.2  1245.2  3558.0  76704.8    76678
read      343.4    94.4   137.8   219.0   240.5   336.6   374.0   394.8   409.3   427.7   451.2   487.2   569.2   879.4  2338.8  19681.6    19630
read      379.8   225.4   127.6   198.6   217.6   327.6   385.8   423.4   455.7   500.8   580.5   731.3  1280.0  2362.4  4745.4 100276.0   100132
read      338.8   116.7   127.6   198.8   218.2   329.9   375.4   399.5   417.6   437.5   465.0   506.0   613.7  1045.5  3393.7  40505.0    40498

Total QPS = 57262.9 (94483744 / 1650.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 23337485756 bytes :   13.5 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,49.25%,100.00%
